2021-06-16 04:40:11 - Epoch: 0, Step: 10/506, Avg Loss: 13.0529, Avg Regression Loss 4.1309, Avg Classification Loss: 8.9219
2021-06-16 04:43:49 - Epoch: 0, Step: 230/506, Avg Loss: 6.8380, Avg Regression Loss 2.2106, Avg Classification Loss: 4.6273
2021-06-16 04:44:01 - Epoch: 0, Step: 240/506, Avg Loss: 5.7690, Avg Regression Loss 1.6554, Avg Classification Loss: 4.1136
2021-06-16 04:44:11 - Epoch: 0, Step: 250/506, Avg Loss: 6.8724, Avg Regression Loss 2.3387, Avg Classification Loss: 4.5338
2021-06-16 04:44:20 - Epoch: 0, Step: 260/506, Avg Loss: 6.5166, Avg Regression Loss 2.0366, Avg Classification Loss: 4.4800
2021-06-16 04:44:36 - Epoch: 0, Step: 270/506, Avg Loss: 6.6214, Avg Regression Loss 2.2084, Avg Classification Loss: 4.4130
2021-06-16 04:44:46 - Epoch: 0, Step: 280/506, Avg Loss: 6.0160, Avg Regression Loss 1.7294, Avg Classification Loss: 4.2866
2021-06-16 04:44:53 - Epoch: 0, Step: 290/506, Avg Loss: 6.8115, Avg Regression Loss 2.5080, Avg Classification Loss: 4.3034
2021-06-16 04:45:02 - Epoch: 0, Step: 300/506, Avg Loss: 6.6709, Avg Regression Loss 2.3752, Avg Classification Loss: 4.2956
2021-06-16 04:45:10 - Epoch: 0, Step: 310/506, Avg Loss: 6.5469, Avg Regression Loss 2.0785, Avg Classification Loss: 4.4684
2021-06-16 04:45:17 - Epoch: 0, Step: 320/506, Avg Loss: 6.2023, Avg Regression Loss 2.0107, Avg Classification Loss: 4.1915
2021-06-16 04:45:28 - Epoch: 0, Step: 330/506, Avg Loss: 6.2129, Avg Regression Loss 1.8319, Avg Classification Loss: 4.3810
2021-06-16 04:45:45 - Epoch: 0, Step: 340/506, Avg Loss: 6.2200, Avg Regression Loss 2.1218, Avg Classification Loss: 4.0982
2021-06-16 04:45:51 - Epoch: 0, Step: 350/506, Avg Loss: 6.3535, Avg Regression Loss 2.0229, Avg Classification Loss: 4.3307
2021-06-16 04:45:59 - Epoch: 0, Step: 360/506, Avg Loss: 6.9229, Avg Regression Loss 2.3762, Avg Classification Loss: 4.5466
2021-06-16 04:46:06 - Epoch: 0, Step: 370/506, Avg Loss: 5.7542, Avg Regression Loss 1.6157, Avg Classification Loss: 4.1385
2021-06-16 04:46:15 - Epoch: 0, Step: 380/506, Avg Loss: 6.1584, Avg Regression Loss 1.7413, Avg Classification Loss: 4.4171
2021-06-16 04:46:21 - Epoch: 0, Step: 390/506, Avg Loss: 6.5055, Avg Regression Loss 2.3106, Avg Classification Loss: 4.1949
2021-06-16 04:46:29 - Epoch: 0, Step: 400/506, Avg Loss: 5.8758, Avg Regression Loss 2.0035, Avg Classification Loss: 3.8723
2021-06-16 04:46:36 - Epoch: 0, Step: 410/506, Avg Loss: 6.0114, Avg Regression Loss 1.9895, Avg Classification Loss: 4.0219
2021-06-16 04:46:46 - Epoch: 0, Step: 420/506, Avg Loss: 5.9570, Avg Regression Loss 2.0877, Avg Classification Loss: 3.8694
2021-06-16 04:46:54 - Epoch: 0, Step: 430/506, Avg Loss: 6.5552, Avg Regression Loss 2.0082, Avg Classification Loss: 4.5470
2021-06-16 04:47:01 - Epoch: 0, Step: 440/506, Avg Loss: 6.5285, Avg Regression Loss 2.1946, Avg Classification Loss: 4.3339
2021-06-16 04:47:08 - Epoch: 0, Step: 450/506, Avg Loss: 6.3357, Avg Regression Loss 2.1035, Avg Classification Loss: 4.2322
2021-06-16 04:47:16 - Epoch: 0, Step: 460/506, Avg Loss: 5.8337, Avg Regression Loss 1.8416, Avg Classification Loss: 3.9921
2021-06-16 04:47:24 - Epoch: 0, Step: 470/506, Avg Loss: 6.0888, Avg Regression Loss 1.8616, Avg Classification Loss: 4.2272
2021-06-16 04:47:31 - Epoch: 0, Step: 480/506, Avg Loss: 6.5685, Avg Regression Loss 2.2501, Avg Classification Loss: 4.3184
2021-06-16 04:47:37 - Epoch: 0, Step: 490/506, Avg Loss: 6.2948, Avg Regression Loss 2.1791, Avg Classification Loss: 4.1157
2021-06-16 04:47:45 - Epoch: 0, Step: 500/506, Avg Loss: 6.7235, Avg Regression Loss 2.4716, Avg Classification Loss: 4.2520
2021-06-16 04:48:13 - Epoch: 0, Validation Loss: 5.6467, Validation Regression Loss 1.5983, Validation Classification Loss: 4.0483
2021-06-16 04:48:14 - Saved model models/fruit/mb1-ssd-Epoch-0-Loss-5.646663707235585.pth
2021-06-16 04:48:30 - Epoch: 1, Step: 10/506, Avg Loss: 6.9307, Avg Regression Loss 2.4286, Avg Classification Loss: 4.5021
2021-06-16 04:48:38 - Epoch: 1, Step: 20/506, Avg Loss: 6.4594, Avg Regression Loss 2.4053, Avg Classification Loss: 4.0541
2021-06-16 04:48:47 - Epoch: 1, Step: 30/506, Avg Loss: 5.9914, Avg Regression Loss 1.9922, Avg Classification Loss: 3.9992
2021-06-16 04:48:58 - Epoch: 1, Step: 40/506, Avg Loss: 6.6307, Avg Regression Loss 2.3433, Avg Classification Loss: 4.2874
2021-06-16 04:49:07 - Epoch: 1, Step: 50/506, Avg Loss: 6.2727, Avg Regression Loss 1.9962, Avg Classification Loss: 4.2765
2021-06-16 04:49:14 - Epoch: 1, Step: 60/506, Avg Loss: 5.9057, Avg Regression Loss 1.6554, Avg Classification Loss: 4.2503
2021-06-16 04:49:28 - Epoch: 1, Step: 70/506, Avg Loss: 6.5231, Avg Regression Loss 2.2364, Avg Classification Loss: 4.2867
2021-06-16 04:49:35 - Epoch: 1, Step: 80/506, Avg Loss: 6.3356, Avg Regression Loss 2.1528, Avg Classification Loss: 4.1828
2021-06-16 04:49:43 - Epoch: 1, Step: 90/506, Avg Loss: 6.0493, Avg Regression Loss 2.1521, Avg Classification Loss: 3.8972
2021-06-16 04:49:51 - Epoch: 1, Step: 100/506, Avg Loss: 5.7384, Avg Regression Loss 1.7628, Avg Classification Loss: 3.9756
2021-06-16 04:49:59 - Epoch: 1, Step: 110/506, Avg Loss: 5.5868, Avg Regression Loss 1.7563, Avg Classification Loss: 3.8305
2021-06-16 04:50:06 - Epoch: 1, Step: 120/506, Avg Loss: 6.1079, Avg Regression Loss 1.7419, Avg Classification Loss: 4.3660
2021-06-16 04:50:13 - Epoch: 1, Step: 130/506, Avg Loss: 6.2040, Avg Regression Loss 2.0366, Avg Classification Loss: 4.1674
2021-06-16 04:50:20 - Epoch: 1, Step: 140/506, Avg Loss: 5.6396, Avg Regression Loss 1.7125, Avg Classification Loss: 3.9271
2021-06-16 04:50:28 - Epoch: 1, Step: 150/506, Avg Loss: 6.3526, Avg Regression Loss 2.4050, Avg Classification Loss: 3.9476
2021-06-16 04:50:36 - Epoch: 1, Step: 160/506, Avg Loss: 5.9546, Avg Regression Loss 1.7414, Avg Classification Loss: 4.2132
2021-06-16 04:50:44 - Epoch: 1, Step: 170/506, Avg Loss: 6.1515, Avg Regression Loss 2.0971, Avg Classification Loss: 4.0544
2021-06-16 04:50:52 - Epoch: 1, Step: 180/506, Avg Loss: 6.0443, Avg Regression Loss 2.0604, Avg Classification Loss: 3.9838
2021-06-16 04:50:59 - Epoch: 1, Step: 190/506, Avg Loss: 6.0203, Avg Regression Loss 1.9175, Avg Classification Loss: 4.1028
2021-06-16 04:51:06 - Epoch: 1, Step: 200/506, Avg Loss: 6.1273, Avg Regression Loss 1.8570, Avg Classification Loss: 4.2703
2021-06-16 04:51:13 - Epoch: 1, Step: 210/506, Avg Loss: 6.0175, Avg Regression Loss 1.9531, Avg Classification Loss: 4.0644
2021-06-16 04:51:19 - Epoch: 1, Step: 220/506, Avg Loss: 6.3106, Avg Regression Loss 2.2316, Avg Classification Loss: 4.0790
2021-06-16 04:51:28 - Epoch: 1, Step: 230/506, Avg Loss: 6.2241, Avg Regression Loss 2.4272, Avg Classification Loss: 3.7969
2021-06-16 04:51:37 - Epoch: 1, Step: 240/506, Avg Loss: 6.3067, Avg Regression Loss 2.2631, Avg Classification Loss: 4.0436
2021-06-16 04:51:46 - Epoch: 1, Step: 250/506, Avg Loss: 6.0879, Avg Regression Loss 1.8988, Avg Classification Loss: 4.1891
2021-06-16 04:51:59 - Epoch: 1, Step: 260/506, Avg Loss: 5.8903, Avg Regression Loss 1.7141, Avg Classification Loss: 4.1762
2021-06-16 04:52:06 - Epoch: 1, Step: 270/506, Avg Loss: 6.1529, Avg Regression Loss 1.9368, Avg Classification Loss: 4.2160
2021-06-16 04:52:13 - Epoch: 1, Step: 280/506, Avg Loss: 5.6592, Avg Regression Loss 1.8906, Avg Classification Loss: 3.7686
2021-06-16 04:52:20 - Epoch: 1, Step: 290/506, Avg Loss: 5.6781, Avg Regression Loss 1.7926, Avg Classification Loss: 3.8855
2021-06-16 04:52:29 - Epoch: 1, Step: 300/506, Avg Loss: 5.8566, Avg Regression Loss 1.6194, Avg Classification Loss: 4.2372
2021-06-16 04:52:40 - Epoch: 1, Step: 310/506, Avg Loss: 6.1097, Avg Regression Loss 2.2299, Avg Classification Loss: 3.8798
2021-06-16 04:52:48 - Epoch: 1, Step: 320/506, Avg Loss: 5.6866, Avg Regression Loss 1.7168, Avg Classification Loss: 3.9698
2021-06-16 04:52:56 - Epoch: 1, Step: 330/506, Avg Loss: 5.8245, Avg Regression Loss 1.9993, Avg Classification Loss: 3.8252
2021-06-16 04:53:12 - Epoch: 1, Step: 340/506, Avg Loss: 5.7765, Avg Regression Loss 1.7720, Avg Classification Loss: 4.0046
2021-06-16 04:53:21 - Epoch: 1, Step: 350/506, Avg Loss: 6.0412, Avg Regression Loss 2.0804, Avg Classification Loss: 3.9608
2021-06-16 04:53:29 - Epoch: 1, Step: 360/506, Avg Loss: 5.3447, Avg Regression Loss 1.5246, Avg Classification Loss: 3.8201
2021-06-16 04:53:36 - Epoch: 1, Step: 370/506, Avg Loss: 5.5217, Avg Regression Loss 1.5250, Avg Classification Loss: 3.9966
2021-06-16 04:53:45 - Epoch: 1, Step: 380/506, Avg Loss: 5.9726, Avg Regression Loss 1.7531, Avg Classification Loss: 4.2194
2021-06-16 04:53:57 - Epoch: 1, Step: 390/506, Avg Loss: 6.2804, Avg Regression Loss 2.0716, Avg Classification Loss: 4.2088
2021-06-16 04:54:06 - Epoch: 1, Step: 400/506, Avg Loss: 5.7976, Avg Regression Loss 1.8233, Avg Classification Loss: 3.9743
2021-06-16 04:54:14 - Epoch: 1, Step: 410/506, Avg Loss: 5.8784, Avg Regression Loss 1.8362, Avg Classification Loss: 4.0421
2021-06-16 04:54:22 - Epoch: 1, Step: 420/506, Avg Loss: 5.6780, Avg Regression Loss 1.5585, Avg Classification Loss: 4.1195
2021-06-16 04:54:30 - Epoch: 1, Step: 430/506, Avg Loss: 5.7572, Avg Regression Loss 1.9335, Avg Classification Loss: 3.8237
2021-06-16 04:54:39 - Epoch: 1, Step: 440/506, Avg Loss: 5.6626, Avg Regression Loss 1.6443, Avg Classification Loss: 4.0182
2021-06-16 04:54:46 - Epoch: 1, Step: 450/506, Avg Loss: 5.9012, Avg Regression Loss 1.8784, Avg Classification Loss: 4.0229
2021-06-16 04:54:54 - Epoch: 1, Step: 460/506, Avg Loss: 5.9243, Avg Regression Loss 1.8260, Avg Classification Loss: 4.0982
2021-06-16 04:55:02 - Epoch: 1, Step: 470/506, Avg Loss: 5.6772, Avg Regression Loss 1.5592, Avg Classification Loss: 4.1180
2021-06-16 04:55:10 - Epoch: 1, Step: 480/506, Avg Loss: 6.0686, Avg Regression Loss 1.8217, Avg Classification Loss: 4.2469
2021-06-16 04:55:17 - Epoch: 1, Step: 490/506, Avg Loss: 5.1776, Avg Regression Loss 1.5941, Avg Classification Loss: 3.5835
2021-06-16 04:55:25 - Epoch: 1, Step: 500/506, Avg Loss: 5.8019, Avg Regression Loss 1.8413, Avg Classification Loss: 3.9607
2021-06-16 04:55:51 - Epoch: 1, Validation Loss: 5.4381, Validation Regression Loss 1.6097, Validation Classification Loss: 3.8285
2021-06-16 04:55:51 - Saved model models/fruit/mb1-ssd-Epoch-1-Loss-5.438130534213522.pth
2021-06-16 04:56:01 - Epoch: 2, Step: 10/506, Avg Loss: 5.6805, Avg Regression Loss 1.4128, Avg Classification Loss: 4.2677
2021-06-16 04:56:10 - Epoch: 2, Step: 20/506, Avg Loss: 6.0289, Avg Regression Loss 2.0916, Avg Classification Loss: 3.9372
2021-06-16 04:56:16 - Epoch: 2, Step: 30/506, Avg Loss: 5.0004, Avg Regression Loss 1.3571, Avg Classification Loss: 3.6433
2021-06-16 04:56:24 - Epoch: 2, Step: 40/506, Avg Loss: 5.5415, Avg Regression Loss 1.7313, Avg Classification Loss: 3.8102
2021-06-16 04:56:33 - Epoch: 2, Step: 50/506, Avg Loss: 6.2050, Avg Regression Loss 2.2037, Avg Classification Loss: 4.0013
2021-06-16 04:56:40 - Epoch: 2, Step: 60/506, Avg Loss: 5.7660, Avg Regression Loss 1.7367, Avg Classification Loss: 4.0293
2021-06-16 04:56:48 - Epoch: 2, Step: 70/506, Avg Loss: 5.2757, Avg Regression Loss 1.3845, Avg Classification Loss: 3.8912
2021-06-16 04:56:56 - Epoch: 2, Step: 80/506, Avg Loss: 5.2787, Avg Regression Loss 1.3033, Avg Classification Loss: 3.9754
2021-06-16 04:57:05 - Epoch: 2, Step: 90/506, Avg Loss: 5.1971, Avg Regression Loss 1.5235, Avg Classification Loss: 3.6736
2021-06-16 04:57:13 - Epoch: 2, Step: 100/506, Avg Loss: 7.0561, Avg Regression Loss 2.5041, Avg Classification Loss: 4.5520
2021-06-16 04:57:23 - Epoch: 2, Step: 110/506, Avg Loss: 6.8607, Avg Regression Loss 2.6576, Avg Classification Loss: 4.2031
2021-06-16 04:57:30 - Epoch: 2, Step: 120/506, Avg Loss: 5.5315, Avg Regression Loss 1.6043, Avg Classification Loss: 3.9271
2021-06-16 04:57:37 - Epoch: 2, Step: 130/506, Avg Loss: 6.0388, Avg Regression Loss 1.9800, Avg Classification Loss: 4.0588
2021-06-16 04:57:45 - Epoch: 2, Step: 140/506, Avg Loss: 6.3581, Avg Regression Loss 2.0205, Avg Classification Loss: 4.3376
2021-06-16 04:57:51 - Epoch: 2, Step: 150/506, Avg Loss: 6.5639, Avg Regression Loss 2.8072, Avg Classification Loss: 3.7567
2021-06-16 04:57:58 - Epoch: 2, Step: 160/506, Avg Loss: 5.6802, Avg Regression Loss 1.7656, Avg Classification Loss: 3.9146
2021-06-16 04:58:09 - Epoch: 2, Step: 170/506, Avg Loss: 5.5229, Avg Regression Loss 1.5968, Avg Classification Loss: 3.9261
2021-06-16 04:58:17 - Epoch: 2, Step: 180/506, Avg Loss: 5.4016, Avg Regression Loss 1.5615, Avg Classification Loss: 3.8400
2021-06-16 04:58:24 - Epoch: 2, Step: 190/506, Avg Loss: 6.3486, Avg Regression Loss 2.3437, Avg Classification Loss: 4.0049
2021-06-16 04:58:37 - Epoch: 2, Step: 200/506, Avg Loss: 5.8505, Avg Regression Loss 2.1282, Avg Classification Loss: 3.7223
2021-06-16 04:58:45 - Epoch: 2, Step: 210/506, Avg Loss: 5.6029, Avg Regression Loss 1.9454, Avg Classification Loss: 3.6575
2021-06-16 04:58:52 - Epoch: 2, Step: 220/506, Avg Loss: 5.4736, Avg Regression Loss 1.5819, Avg Classification Loss: 3.8918
2021-06-16 04:58:59 - Epoch: 2, Step: 230/506, Avg Loss: 4.9945, Avg Regression Loss 1.2619, Avg Classification Loss: 3.7326
2021-06-16 04:59:07 - Epoch: 2, Step: 240/506, Avg Loss: 6.2026, Avg Regression Loss 2.4056, Avg Classification Loss: 3.7970
2021-06-16 04:59:22 - Epoch: 2, Step: 250/506, Avg Loss: 5.9972, Avg Regression Loss 2.0906, Avg Classification Loss: 3.9066
2021-06-16 04:59:31 - Epoch: 2, Step: 260/506, Avg Loss: 6.0661, Avg Regression Loss 1.7749, Avg Classification Loss: 4.2912
2021-06-16 04:59:41 - Epoch: 2, Step: 270/506, Avg Loss: 5.6574, Avg Regression Loss 1.8737, Avg Classification Loss: 3.7836
2021-06-16 04:59:49 - Epoch: 2, Step: 280/506, Avg Loss: 5.8596, Avg Regression Loss 2.1023, Avg Classification Loss: 3.7573
2021-06-16 05:00:54 - Epoch: 2, Step: 290/506, Avg Loss: 6.8314, Avg Regression Loss 2.8997, Avg Classification Loss: 3.9317
2021-06-16 05:01:12 - Epoch: 2, Step: 300/506, Avg Loss: 6.6971, Avg Regression Loss 2.7762, Avg Classification Loss: 3.9209
2021-06-16 05:01:27 - Epoch: 2, Step: 310/506, Avg Loss: 5.4582, Avg Regression Loss 1.6279, Avg Classification Loss: 3.8303
2021-06-16 05:01:39 - Epoch: 2, Step: 320/506, Avg Loss: 5.6286, Avg Regression Loss 1.8025, Avg Classification Loss: 3.8260
2021-06-16 05:01:47 - Epoch: 2, Step: 330/506, Avg Loss: 5.0415, Avg Regression Loss 1.4131, Avg Classification Loss: 3.6284
2021-06-16 05:01:56 - Epoch: 2, Step: 340/506, Avg Loss: 6.0091, Avg Regression Loss 2.0214, Avg Classification Loss: 3.9876
2021-06-16 05:02:05 - Epoch: 2, Step: 350/506, Avg Loss: 5.6631, Avg Regression Loss 1.8063, Avg Classification Loss: 3.8568
2021-06-16 05:02:12 - Epoch: 2, Step: 360/506, Avg Loss: 5.6519, Avg Regression Loss 1.5769, Avg Classification Loss: 4.0751
2021-06-16 05:02:20 - Epoch: 2, Step: 370/506, Avg Loss: 6.3012, Avg Regression Loss 2.3891, Avg Classification Loss: 3.9121
2021-06-16 05:02:28 - Epoch: 2, Step: 380/506, Avg Loss: 5.5743, Avg Regression Loss 1.5614, Avg Classification Loss: 4.0129
2021-06-16 05:02:34 - Epoch: 2, Step: 390/506, Avg Loss: 5.2571, Avg Regression Loss 1.6553, Avg Classification Loss: 3.6018
2021-06-16 05:02:41 - Epoch: 2, Step: 400/506, Avg Loss: 5.4779, Avg Regression Loss 1.5389, Avg Classification Loss: 3.9390
2021-06-16 05:02:49 - Epoch: 2, Step: 410/506, Avg Loss: 5.7957, Avg Regression Loss 1.8674, Avg Classification Loss: 3.9282
2021-06-16 05:02:57 - Epoch: 2, Step: 420/506, Avg Loss: 5.4634, Avg Regression Loss 1.7458, Avg Classification Loss: 3.7176
2021-06-16 05:03:04 - Epoch: 2, Step: 430/506, Avg Loss: 5.0859, Avg Regression Loss 1.4193, Avg Classification Loss: 3.6666
2021-06-16 05:03:11 - Epoch: 2, Step: 440/506, Avg Loss: 5.0715, Avg Regression Loss 1.3566, Avg Classification Loss: 3.7149
2021-06-16 05:03:18 - Epoch: 2, Step: 450/506, Avg Loss: 5.4412, Avg Regression Loss 1.4706, Avg Classification Loss: 3.9707
2021-06-16 05:03:25 - Epoch: 2, Step: 460/506, Avg Loss: 5.8798, Avg Regression Loss 2.0259, Avg Classification Loss: 3.8539
2021-06-16 05:03:32 - Epoch: 2, Step: 470/506, Avg Loss: 4.8869, Avg Regression Loss 1.4859, Avg Classification Loss: 3.4010
2021-06-16 05:03:40 - Epoch: 2, Step: 480/506, Avg Loss: 5.2230, Avg Regression Loss 1.6378, Avg Classification Loss: 3.5852
2021-06-16 05:03:47 - Epoch: 2, Step: 490/506, Avg Loss: 6.3832, Avg Regression Loss 2.2452, Avg Classification Loss: 4.1380
2021-06-16 05:03:54 - Epoch: 2, Step: 500/506, Avg Loss: 5.4173, Avg Regression Loss 1.5494, Avg Classification Loss: 3.8679
2021-06-16 05:04:19 - Epoch: 2, Validation Loss: 5.1727, Validation Regression Loss 1.4045, Validation Classification Loss: 3.7683
2021-06-16 05:04:20 - Saved model models/fruit/mb1-ssd-Epoch-2-Loss-5.172725374283998.pth
2021-06-16 05:04:31 - Epoch: 3, Step: 10/506, Avg Loss: 5.9434, Avg Regression Loss 2.1558, Avg Classification Loss: 3.7876
2021-06-16 05:04:40 - Epoch: 3, Step: 20/506, Avg Loss: 5.9027, Avg Regression Loss 1.8703, Avg Classification Loss: 4.0324
2021-06-16 05:04:50 - Epoch: 3, Step: 30/506, Avg Loss: 5.8143, Avg Regression Loss 1.9114, Avg Classification Loss: 3.9028
2021-06-16 05:04:58 - Epoch: 3, Step: 40/506, Avg Loss: 5.0019, Avg Regression Loss 1.5274, Avg Classification Loss: 3.4745
2021-06-16 05:05:09 - Epoch: 3, Step: 50/506, Avg Loss: 5.3252, Avg Regression Loss 1.5066, Avg Classification Loss: 3.8186
2021-06-16 05:05:16 - Epoch: 3, Step: 60/506, Avg Loss: 5.4127, Avg Regression Loss 1.5659, Avg Classification Loss: 3.8467
2021-06-16 05:05:23 - Epoch: 3, Step: 70/506, Avg Loss: 5.1956, Avg Regression Loss 1.3894, Avg Classification Loss: 3.8063
2021-06-16 05:05:31 - Epoch: 3, Step: 80/506, Avg Loss: 5.2121, Avg Regression Loss 1.5841, Avg Classification Loss: 3.6281
2021-06-16 05:05:39 - Epoch: 3, Step: 90/506, Avg Loss: 5.3457, Avg Regression Loss 1.8353, Avg Classification Loss: 3.5103
2021-06-16 05:05:47 - Epoch: 3, Step: 100/506, Avg Loss: 5.2709, Avg Regression Loss 1.4975, Avg Classification Loss: 3.7735
2021-06-16 05:05:55 - Epoch: 3, Step: 110/506, Avg Loss: 6.3202, Avg Regression Loss 2.3539, Avg Classification Loss: 3.9663
2021-06-16 05:06:02 - Epoch: 3, Step: 120/506, Avg Loss: 5.5216, Avg Regression Loss 1.7829, Avg Classification Loss: 3.7387
2021-06-16 05:06:10 - Epoch: 3, Step: 130/506, Avg Loss: 6.2409, Avg Regression Loss 2.1548, Avg Classification Loss: 4.0861
2021-06-16 05:06:18 - Epoch: 3, Step: 140/506, Avg Loss: 5.8535, Avg Regression Loss 1.8360, Avg Classification Loss: 4.0176
2021-06-16 05:06:26 - Epoch: 3, Step: 150/506, Avg Loss: 5.3573, Avg Regression Loss 1.8082, Avg Classification Loss: 3.5492
2021-06-16 05:06:34 - Epoch: 3, Step: 160/506, Avg Loss: 6.0672, Avg Regression Loss 2.2185, Avg Classification Loss: 3.8487
2021-06-16 05:06:42 - Epoch: 3, Step: 170/506, Avg Loss: 5.5328, Avg Regression Loss 1.7287, Avg Classification Loss: 3.8040
2021-06-16 05:06:49 - Epoch: 3, Step: 180/506, Avg Loss: 5.4830, Avg Regression Loss 1.9467, Avg Classification Loss: 3.5363
2021-06-16 05:06:57 - Epoch: 3, Step: 190/506, Avg Loss: 5.7353, Avg Regression Loss 1.9520, Avg Classification Loss: 3.7833
2021-06-16 05:07:05 - Epoch: 3, Step: 200/506, Avg Loss: 5.2690, Avg Regression Loss 1.7308, Avg Classification Loss: 3.5382
2021-06-16 05:07:12 - Epoch: 3, Step: 210/506, Avg Loss: 5.9121, Avg Regression Loss 2.0650, Avg Classification Loss: 3.8471
2021-06-16 05:07:19 - Epoch: 3, Step: 220/506, Avg Loss: 5.3375, Avg Regression Loss 1.6926, Avg Classification Loss: 3.6449
2021-06-16 05:07:26 - Epoch: 3, Step: 230/506, Avg Loss: 5.1078, Avg Regression Loss 1.3941, Avg Classification Loss: 3.7138
2021-06-16 05:07:33 - Epoch: 3, Step: 240/506, Avg Loss: 6.4659, Avg Regression Loss 2.6453, Avg Classification Loss: 3.8207
2021-06-16 05:07:42 - Epoch: 3, Step: 250/506, Avg Loss: 5.7081, Avg Regression Loss 1.7658, Avg Classification Loss: 3.9423
2021-06-16 05:07:50 - Epoch: 3, Step: 260/506, Avg Loss: 5.0140, Avg Regression Loss 1.3969, Avg Classification Loss: 3.6171
2021-06-16 05:07:57 - Epoch: 3, Step: 270/506, Avg Loss: 5.5251, Avg Regression Loss 1.5622, Avg Classification Loss: 3.9629
2021-06-16 05:08:05 - Epoch: 3, Step: 280/506, Avg Loss: 5.3790, Avg Regression Loss 1.7083, Avg Classification Loss: 3.6707
2021-06-16 05:08:15 - Epoch: 3, Step: 290/506, Avg Loss: 5.3929, Avg Regression Loss 1.6948, Avg Classification Loss: 3.6981
2021-06-16 05:08:27 - Epoch: 3, Step: 300/506, Avg Loss: 5.2328, Avg Regression Loss 1.7605, Avg Classification Loss: 3.4723
2021-06-16 05:08:38 - Epoch: 3, Step: 310/506, Avg Loss: 5.2545, Avg Regression Loss 1.6394, Avg Classification Loss: 3.6151
2021-06-16 05:08:49 - Epoch: 3, Step: 320/506, Avg Loss: 5.0049, Avg Regression Loss 1.3128, Avg Classification Loss: 3.6921
2021-06-16 05:08:59 - Epoch: 3, Step: 330/506, Avg Loss: 5.3343, Avg Regression Loss 1.8280, Avg Classification Loss: 3.5063
